gamma,Re L,Im L,|L|
36.4091,12.627008,-1543.471060,1543.522709
36.4291,-69.750654,-1536.707892,1538.290057
36.4491,-151.408934,-1525.366321,1532.862381
36.4691,-232.087187,-1509.505042,1527.242592
36.4891,-311.529105,-1489.197793,1521.433682
36.5091,-389.483592,-1464.533052,1515.438725
36.5291,-465.705620,-1435.613682,1509.260868
36.5491,-539.957060,-1402.556524,1502.903334
36.5691,-612.007483,-1365.491945,1496.369410
36.5891,-681.634937,-1324.563334,1489.662450
36.6092,-748.626687,-1279.926563,1482.785866
36.6292,-812.779927,-1231.749396,1475.743129
36.6492,-873.902444,-1180.210860,1468.537761
36.6692,-931.813256,-1125.500586,1461.173334
36.6892,-986.343194,-1067.818103,1453.653466
36.7092,-1037.335456,-1007.372105,1445.981814
36.7292,-1084.646102,-944.379688,1438.162077
36.7492,-1128.144507,-879.065558,1430.197988
36.7692,-1167.713771,-811.661216,1422.093309
36.7892,-1203.251068,-742.404120,1413.851835
36.8092,-1234.667955,-671.536830,1405.477382
36.8292,-1261.890619,-599.306134,1396.973792
36.8492,-1284.860082,-525.962168,1388.344925
36.8692,-1303.532340,-451.757522,1379.594658
36.8892,-1317.878461,-376.946342,1370.726881
36.9092,-1327.884622,-301.783428,1361.745500
36.9292,-1333.552090,-226.523336,1352.654427
36.9492,-1334.897157,-151.419478,1343.457583
36.9692,-1331.951014,-76.723237,1334.158896
36.9892,-1324.759579,-2.683085,1324.762296
37.0093,-1313.383267,70.456282,1315.271719
37.0293,-1297.896714,142.454793,1305.691099
37.0493,-1278.388445,213.077834,1296.024375
37.0693,-1254.960504,282.097050,1286.275481
37.0893,-1227.728024,349.291135,1276.448353
37.1093,-1196.818761,414.446580,1266.546926
37.1293,-1162.372582,477.358401,1256.575132
37.1493,-1124.540910,537.830827,1246.536906
37.1693,-1083.486129,595.677956,1236.436177
37.1893,-1039.380955,650.724375,1226.276878
37.2093,-992.407769,702.805735,1216.062943
37.2293,-942.757920,751.769287,1205.798306
37.2493,-890.630996,797.474375,1195.486908
37.2693,-836.234069,839.792883,1185.132695
37.2893,-779.780917,878.609636,1174.739618
37.3093,-721.491221,913.822750,1164.311643
37.3293,-661.589749,945.343938,1153.852745
37.3493,-600.305519,973.098758,1143.366918
37.3693,-537.870953,997.026820,1132.858174
37.3893,-474.521020,1017.081933,1122.330547
37.4094,-410.492377,1033.232204,1111.788100
37.4294,-346.022499,1045.460086,1101.234926
37.4494,-281.348817,1053.762368,1090.675152
37.4694,-216.707857,1058.150122,1080.112946
37.4894,-152.334382,1058.648589,1069.552523
37.5094,-88.460546,1055.297021,1058.998145
37.5294,-25.315064,1048.148470,1048.454132
37.5494,36.877609,1037.269525,1037.924865
37.5694,97.898077,1022.740007,1027.414792
37.5894,157.532779,1004.652611,1016.928436
37.6094,215.574746,983.112502,1006.470398
37.6294,271.824326,958.236874,996.045366
37.6494,326.089885,930.154460,985.658122
37.6694,378.188470,899.005003,975.313547
37.6894,427.946441,864.938688,965.016627
37.7094,475.200070,828.115542,954.772464
37.7294,519.796097,788.704794,944.586277
37.7494,561.592245,746.884210,934.463414
37.7694,600.457696,702.839390,924.409354
37.7894,636.273527,656.763049,914.429715
37.8095,668.933088,608.854269,904.530263
37.8295,698.342347,559.317726,894.716912
37.8495,724.420181,508.362911,884.995733
37.8695,747.098619,456.203320,875.372958
37.8895,766.323036,403.055649,865.854983
37.9095,782.052300,349.138965,856.448374
37.9295,794.258862,294.673880,847.159864
37.9495,802.928801,239.881720,837.996360
37.9695,808.061821,184.983692,828.964941
37.9895,809.671188,130.200055,820.072855
38.0095,807.783627,75.749301,811.327520
38.0295,802.439162,21.847338,802.736517
38.0495,793.690916,-31.293309,794.307586
38.0695,781.604850,-83.464283,786.048617
38.0895,766.259470,-134.462166,777.967640
38.1095,747.745476,-184.089224,770.072814
38.1295,726.165376,-232.154131,762.372411
38.1495,701.633049,-278.472669,754.874800
38.1695,674.273276,-322.868395,747.588424
38.1895,644.221223,-365.173284,740.521783
38.2096,611.621891,-405.228329,733.683403
38.2296,576.629536,-442.884115,727.081812
38.2496,539.407045,-478.001351,720.725503
38.2696,500.125288,-510.451364,714.622906
38.2896,458.962447,-540.116551,708.782348
38.3096,416.103307,-566.890792,703.212011
38.3296,371.738536,-590.679812,697.919894
38.3496,326.063939,-611.401505,692.913770
38.3696,279.279695,-628.986209,688.201133
38.3896,231.589581,-643.376934,683.789158
38.4096,183.200184,-654.529539,679.684651
38.4296,134.320103,-662.412868,675.893999
38.4496,85.159150,-667.008829,672.423125
38.4696,35.927540,-668.312427,669.277438
38.4896,-13.164907,-666.331752,666.461791
38.5096,-61.909574,-661.087910,663.980436
38.5296,-110.099840,-652.614912,661.836987
38.5496,-157.531864,-640.959514,660.034383
38.5696,-204.005359,-626.181005,658.574853
38.5896,-249.324355,-608.350954,657.459898
38.6097,-293.297935,-587.552910,656.690262
38.6297,-335.740960,-563.882052,656.265923
38.6497,-376.474764,-537.444809,656.186079
38.6697,-415.327829,-508.358423,656.449154
38.6897,-452.136426,-476.750482,657.052791
38.7097,-486.745231,-442.758417,657.993872
38.7297,-519.007908,-406.528951,659.268531
38.7497,-548.787650,-368.217529,660.872177
38.7697,-575.957696,-327.987706,662.799519
38.7897,-600.401796,-286.010505,665.044605
38.8097,-622.014649,-242.463760,667.600852
38.8297,-640.702285,-197.531418,670.461095
38.8497,-656.382420,-151.402830,673.617620
38.8697,-668.984751,-104.272022,677.062222
38.8897,-678.451219,-56.336941,680.786242
38.9097,-684.736213,-7.798703,684.780622
38.9297,-687.806741,41.139191,689.035954
38.9497,-687.642542,90.271623,693.542523
38.9697,-684.236155,139.392656,698.290361
38.9897,-677.592941,188.296312,703.269291
39.0098,-667.731055,236.777364,708.468970
39.0298,-654.681366,284.632119,713.878936
39.0498,-638.487343,331.659193,719.488644
39.0698,-619.204878,377.660282,725.287508
39.0898,-596.902069,422.440913,731.264935
39.1098,-571.658964,465.811188,737.410357
39.1298,-543.567249,507.586507,743.713262
39.1498,-512.729903,547.588266,750.163224
39.1698,-479.260801,585.644541,756.749922
39.1898,-443.284288,621.590739,763.463167
39.2098,-404.934702,655.270228,770.292921
39.2298,-364.355872,686.534927,777.229315
39.2498,-321.700572,715.245875,784.262660
39.2698,-277.129945,741.273759,791.383467
39.2898,-230.812895,764.499407,798.582454
39.3098,-182.925454,784.814242,805.850554
39.3298,-133.650121,802.120699,813.178929
39.3498,-83.175172,816.332601,820.558971
39.3698,-31.693955,827.375486,827.982308
39.3898,20.595833,835.186902,835.440811
39.4099,73.492891,839.716643,842.926595
39.4299,126.793066,840.926951,850.432019
39.4499,180.290121,838.792670,857.949691
39.4699,233.776502,833.301345,865.472464
39.4899,287.044124,824.453284,872.993440
39.5099,339.885140,812.261566,880.505968
39.5299,392.092729,796.752005,888.003640
39.5499,443.461861,777.963066,895.480293
39.5699,493.790073,755.945735,902.930003
39.5899,542.878220,730.763339,910.347087
39.6099,590.531225,702.491325,917.726097
39.6299,636.558808,671.216994,925.061819
39.6499,680.776199,637.039185,932.349267
39.6699,723.004830,600.067928,939.583685
39.6899,763.073006,560.424041,946.760539
39.7099,800.816548,518.238702,953.875514
39.7299,836.079410,473.652972,960.924512
39.7499,868.714267,426.817286,967.903649
39.7699,898.583068,377.890911,974.809249
39.7899,925.557558,327.041369,981.637840
39.8100,949.519761,274.443828,988.386154
39.8300,970.362430,220.280469,995.051119
39.8500,987.989452,164.739828,1001.629856
39.8700,1002.316219,108.016107,1008.119677
39.8900,1013.269948,50.308471,1014.518078
39.9100,1020.789965,-8.179670,1020.822736
39.9300,1024.827944,-67.241409,1027.031509
39.9500,1025.348097,-126.667085,1033.142425
39.9700,1022.327323,-186.245047,1039.153681
39.9900,1015.755307,-245.762427,1045.063641
40.0100,1005.634574,-305.005906,1050.870829
40.0300,991.980495,-363.762496,1056.573924
40.0500,974.821250,-421.820310,1062.171758
40.0700,954.197741,-478.969332,1067.663312
40.0900,930.163455,-535.002181,1073.047710
40.1100,902.784293,-589.714869,1078.324212
40.1300,872.138340,-642.907534,1083.492216
40.1500,838.315604,-694.385172,1088.551248
40.1700,801.417698,-743.958348,1093.500960
40.1900,761.557492,-791.443879,1098.341125
40.2101,718.858718,-836.665505,1103.071631
40.2301,673.455537,-879.454526,1107.692477
40.2501,625.492070,-919.650422,1112.203771
40.2701,575.121887,-957.101429,1116.605718
40.2901,522.507472,-991.665100,1120.898626
40.3101,467.819647,-1023.208818,1125.082889
40.3301,411.236967,-1051.610282,1129.158992
40.3501,352.945096,-1076.757954,1133.127501
40.3701,293.136145,-1098.551464,1136.989058
40.3901,232.007993,-1116.901979,1140.744380
40.4101,169.763591,-1131.732529,1144.394247
40.4301,106.610241,-1142.978287,1147.939505
40.4501,42.758863,-1150.586814,1151.381056
40.4701,-21.576750,-1154.518247,1154.719853
40.4901,-86.180689,-1154.745454,1157.956896
40.5101,-150.835696,-1151.254134,1161.093230
40.5301,-215.323927,-1144.042879,1164.129934
40.5501,-279.427724,-1133.123182,1167.068120
40.5701,-342.930385,-1118.519402,1169.908929
40.5901,-405.616932,-1100.268690,1172.653523
40.6102,-467.274862,-1078.420852,1175.303081
40.6302,-527.694906,-1053.038190,1177.858796
40.6502,-586.671761,-1024.195275,1180.321870
40.6702,-644.004815,-991.978695,1182.693508
40.6902,-699.498851,-956.486749,1184.974913
40.7102,-752.964739,-917.829104,1187.167285
40.7302,-804.220092,-876.126411,1189.271813
40.7502,-853.089914,-831.509880,1191.289672
40.7702,-899.407207,-784.120825,1193.222021
40.7902,-943.013557,-734.110161,1195.069997
40.8102,-983.759688,-681.637879,1196.834710
40.8302,-1021.505981,-626.872484,1198.517242
40.8502,-1056.122957,-569.990400,1200.118643
40.8702,-1087.491732,-511.175357,1201.639926
40.8902,-1115.504419,-450.617741,1203.082066
40.9102,-1140.064508,-388.513929,1204.445995
40.9302,-1161.087188,-325.065604,1205.732601
40.9502,-1178.499643,-260.479045,1206.942725
40.9702,-1192.241291,-194.964406,1208.077156
40.9902,-1202.263990,-128.734983,1209.136633
41.0103,-1208.532196,-62.006472,1210.121841
41.0303,-1211.023070,5.003788,1211.033408
41.0503,-1209.726554,72.077571,1211.871904
41.0703,-1204.645385,138.996517,1212.637842
41.0903,-1195.795077,205.542900,1213.331673
41.1103,-1183.203849,271.500373,1213.953789
41.1303,-1166.912515,336.654726,1214.504517
41.1503,-1146.974323,400.794617,1214.984124
41.1703,-1123.454755,463.712310,1215.392814
41.1903,-1096.431282,525.204383,1215.730727
41.2103,-1065.993079,585.072428,1215.997940
41.2303,-1032.240693,643.123731,1216.194467
41.2503,-995.285682,699.171932,1216.320262
41.2703,-955.250206,753.037653,1216.375215
41.2903,-912.266584,804.549112,1216.359155
41.3103,-866.476819,853.542700,1216.271853
41.3303,-818.032088,899.863533,1216.113019
41.3503,-767.092198,943.365967,1215.882308
41.3703,-713.825015,983.914085,1215.579318
41.3903,-658.405868,1021.382143,1215.203592
41.4104,-601.016924,1055.654984,1214.754621
41.4304,-541.846540,1086.628410,1214.231845
41.4504,-481.088600,1114.209514,1213.634657
41.4704,-418.941828,1138.316975,1212.962403
41.4904,-355.609089,1158.881308,1212.214383
41.5104,-291.296676,1175.845072,1211.389857
41.5304,-226.213586,1189.163034,1210.488046
41.5504,-160.570792,1198.802295,1209.508132
41.5704,-94.580505,1204.742360,1208.449265
41.5904,-28.455435,1206.975177,1207.310561
41.6104,37.591941,1205.505126,1206.091109
41.6304,103.350123,1200.348960,1204.789971
41.6504,168.609308,1191.535709,1203.406184
41.6704,233.162116,1179.106537,1201.938766
41.6904,296.804297,1163.114559,1200.386716
41.7104,359.335432,1143.624613,1198.749018
41.7304,420.559609,1120.712990,1197.024641
41.7504,480.286087,1094.467134,1195.212547
41.7704,538.329940,1064.985287,1193.311688
41.7904,594.512672,1032.376114,1191.321014
41.8105,648.662817,996.758277,1189.239469
41.8305,700.616500,958.259989,1187.066000
41.8505,750.217978,917.018522,1184.799554
41.8705,797.320146,873.179694,1182.439087
41.8905,841.785012,826.897326,1179.983557
41.9105,883.484137,778.332668,1177.431935
41.9305,922.299036,727.653804,1174.783202
41.9505,958.121552,675.035036,1172.036352
41.9705,990.854178,620.656246,1169.190394
41.9905,1020.410348,564.702239,1166.244356
42.0105,1046.714689,507.362075,1163.197282
42.0305,1069.703224,448.828389,1160.048237
42.0505,1089.323543,389.296693,1156.796307
42.0705,1105.534921,328.964681,1153.440602
42.0905,1118.308406,268.031521,1149.980256
42.1105,1127.626853,206.697152,1146.414425
42.1305,1133.484921,145.161572,1142.742293
42.1505,1135.889027,83.624141,1138.963071
42.1705,1134.857257,22.282876,1135.075997
42.1905,1130.419235,-38.666234,1131.080336
42.2106,1122.615955,-99.029913,1126.975380
42.2306,1111.499563,-158.618257,1122.760451
42.2506,1097.133112,-217.245395,1118.434901
42.2706,1079.590267,-274.730114,1113.998106
42.2906,1058.954983,-330.896480,1109.449475
42.3106,1035.321141,-385.574425,1104.788442
42.3306,1008.792149,-438.600314,1100.014470
42.3506,979.480516,-489.817493,1095.127051
42.3706,947.507390,-539.076793,1090.125701
42.3906,913.002068,-586.237020,1085.009963
42.4106,876.101480,-631.165402,1079.779408
42.4306,836.949646,-673.738013,1074.433627
42.4506,795.697109,-713.840151,1068.972240
42.4706,752.500352,-751.366690,1063.394886
42.4906,707.521193,-786.222390,1057.701227
42.5106,660.926159,-818.322169,1051.890944
42.5306,612.885853,-847.591340,1045.963741
42.5506,563.574310,-873.965803,1039.919337
42.5706,513.168335,-897.392202,1033.757469
42.5906,461.846844,-917.828036,1027.477888
42.6107,409.790195,-935.241734,1021.080362
42.6307,357.179520,-949.612689,1014.564669
42.6507,304.196055,-960.931243,1007.930600
42.6707,251.020478,-969.198646,1001.177954
42.6907,197.832250,-974.426960,994.306542
42.7107,144.808961,-976.638930,987.316178
42.7307,92.125694,-975.867819,980.206685
42.7507,39.954395,-972.157197,972.977887
42.7707,-11.536736,-965.560695,965.629614
42.7907,-62.183842,-956.141729,958.161697
42.8107,-111.827981,-943.973180,950.573964
42.8307,-160.315678,-929.137042,942.866247
42.8507,-207.499457,-911.724044,935.038372
42.8707,-253.238341,-891.833231,927.090163
42.8907,-297.398325,-869.571528,919.021439
42.9107,-339.852830,-845.053261,910.832015
42.9307,-380.483108,-818.399672,902.521699
42.9507,-419.178634,-789.738388,894.090291
42.9707,-455.837450,-759.202892,885.537584
42.9907,-490.366480,-726.931957,876.863361
43.0108,-522.681811,-693.069068,868.067398
43.0308,-552.708931,-657.761835,859.149460
43.0508,-580.382939,-621.161387,850.109301
43.0708,-605.648703,-583.421756,840.946668
43.0908,-628.460995,-544.699260,831.661293
43.1108,-648.784574,-505.151870,822.252903
43.1308,-666.594237,-464.938585,812.721209
43.1508,-681.874826,-424.218799,803.065918
43.1708,-694.621204,-383.151673,793.286721
43.1908,-704.838181,-341.895513,783.383305
43.2108,-712.540407,-300.607151,773.355346
43.2308,-717.752232,-259.441338,763.202512
43.2508,-720.507516,-218.550147,752.924463
43.2708,-720.849417,-178.082393,742.520856
43.2908,-718.830134,-138.183064,731.991339
43.3108,-714.510616,-98.992772,721.335560
43.3308,-707.960245,-60.647231,710.553161
43.3508,-699.256477,-23.276743,699.643786
43.3708,-688.484463,12.994279,688.607077
43.3908,-675.736633,48.047766,677.442680
43.4109,-661.112258,81.772421,666.150243
43.4309,-644.716986,114.064123,654.729422
43.4509,-626.662353,144.826286,643.179880
43.4709,-607.065272,173.970205,631.501288
43.4909,-586.047509,201.415348,619.693332
43.5109,-563.735134,227.089633,607.755710
43.5309,-540.257961,250.929657,595.688138
43.5509,-515.748978,272.880891,583.490350
43.5709,-490.343757,292.897846,571.162103
43.5909,-464.179870,310.944186,558.703176
43.6109,-437.396290,326.992820,546.113376
43.6309,-410.132786,341.025948,533.392538
43.6509,-382.529329,353.035064,520.540530
43.6709,-354.725487,363.020931,507.557255
43.6909,-326.859832,370.993513,494.442653
43.7109,-299.069351,376.971868,481.196702
43.7309,-271.488862,380.984006,467.819425
43.7509,-244.250449,383.066711,454.310892
43.7709,-217.482900,383.265327,440.671218
43.7909,-191.311170,381.633509,426.900573
43.8110,-165.855856,378.232939,412.999178
43.8310,-141.232689,373.133012,398.967314
43.8510,-117.552058,366.410489,384.805318
43.8710,-94.918544,358.149121,370.513594
43.8910,-73.430492,348.439246,356.092607
43.9110,-53.179598,337.377354,341.542895
43.9310,-34.250535,325.065639,326.865062
43.9510,-16.720603,311.611512,312.059791
43.9710,-0.659414,297.127106,297.127838
43.9910,13.871398,281.728758,282.070042
44.0110,26.818419,265.536470,266.887325
44.0310,38.136676,248.673362,251.580697
44.0510,47.789818,231.265108,236.151259
44.0710,55.750254,213.439365,220.600211
44.0910,61.999263,195.325187,204.928859
44.1110,66.527065,177.052447,189.138624
44.1310,69.332847,158.751238,173.231057
44.1510,70.424762,140.551291,157.207864
44.1710,69.819882,122.581380,141.070942
44.1910,67.544116,104.968741,124.822451
44.2111,63.632094,87.838492,108.464944
44.2311,58.127006,71.313060,92.001638
44.2511,51.080415,55.511629,75.437058
44.2711,42.552025,40.549586,58.778770
44.2911,32.609423,26.537998,42.043309
44.3111,21.327779,13.583091,25.285857
44.3311,8.789521,1.785766,8.969093
44.3511,-4.916028,-8.758880,10.044168
44.3711,-19.693035,-17.962001,26.654251
44.3911,-35.439578,-25.741419,43.801648
44.4111,-52.048089,-32.022027,61.109850
44.4311,-69.405821,-36.736150,78.528420
44.4511,-87.395343,-39.823884,96.041073
44.4711,-105.895051,-41.233399,113.639584
44.4911,-124.779702,-40.921210,131.318390
44.5111,-143.920958,-38.852418,149.072978
44.5311,-163.187958,-35.000906,166.899290
44.5511,-182.447886,-29.349510,184.793465
44.5711,-201.566563,-21.890143,202.751714
44.5911,-220.409039,-12.623893,220.770258
44.6112,-238.840195,-1.561068,238.845296
44.6312,-256.725344,11.278782,256.972981
44.6512,-273.930837,25.866892,275.149413
44.6712,-290.324666,42.165342,293.370632
44.6912,-305.777059,60.127158,311.632612
44.7112,-320.161076,79.696453,329.931264
44.7312,-333.353189,100.808596,348.262432
44.7512,-345.233857,123.390435,366.621897
44.7712,-355.688082,147.360536,385.005375
44.7912,-364.605952,172.629476,403.408523
44.8112,-371.883168,199.100160,421.826936
44.8312,-377.421545,226.668171,440.256155
44.8512,-381.129498,255.222159,458.691666
44.8712,-382.922497,284.644254,477.128903
44.8912,-382.723502,314.810512,495.563253
44.9112,-380.463363,345.591388,513.990056
44.9312,-376.081199,376.852231,532.404614
44.9512,-369.524740,408.453810,550.802186
44.9712,-360.750633,440.252855,569.178000
44.9912,-349.724726,472.102622,587.527250
45.0113,-336.422301,503.853476,605.845104
45.0313,-320.828285,535.353484,624.126703
45.0513,-302.937414,566.449033,642.367172
45.0713,-282.754361,596.985442,660.561615
45.0913,-260.293829,626.807602,678.705125
45.1113,-235.580599,655.760605,696.792788
45.1313,-208.649540,683.690389,714.819683
45.1513,-179.545583,710.444376,732.780887
45.1713,-148.323647,735.872114,750.671481
45.1913,-115.048534,759.825913,768.486554
45.2113,-79.794773,782.161477,786.221205
45.2313,-42.646438,802.738523,803.870546
45.2513,-3.696913,821.421393,821.429712
45.2713,36.951368,838.079650,838.893857
45.2913,79.187230,852.588662,856.258164
45.3113,122.891096,864.830160,873.517846
45.3313,167.935361,874.692787,890.668152
45.3513,214.184803,882.072610,907.704367
45.3713,261.497027,886.873621,924.621822
45.3913,309.722939,889.008203,941.415894
45.4114,358.707247,888.397571,958.082007
45.4314,408.288993,884.972176,974.615645
45.4514,458.302113,878.672089,991.012344
45.4714,508.576015,869.447335,1007.267706
45.4914,558.936185,857.258210,1023.377398
45.5114,609.204808,842.075542,1039.337153
45.5314,659.201408,823.880931,1055.142780
45.5514,708.743507,802.666937,1070.790161
45.5714,757.647287,778.437236,1086.275261
45.5914,805.728278,751.206733,1101.594124
45.6114,852.802034,721.001633,1116.742882
45.6314,898.684835,687.859468,1131.717756
45.6514,943.194374,651.829085,1146.515060
45.6714,986.150454,612.970592,1161.131201
45.6914,1027.375684,571.355257,1175.562685
45.7114,1066.696161,527.065370,1189.806120
45.7314,1103.942152,480.194057,1203.858218
45.7514,1138.948765,430.845059,1217.715794
45.7714,1171.556602,379.132463,1231.375774
45.7914,1201.612405,325.180400,1244.835196
45.8115,1228.969676,269.122697,1258.091209
45.8315,1253.489282,211.102492,1271.141079
45.8515,1275.040038,151.271818,1283.982189
45.8715,1293.499260,89.791140,1296.612041
45.8915,1308.753297,26.828871,1309.028258
45.9115,1320.698031,-37.439157,1321.228587
45.9315,1329.239346,-102.830247,1333.210898
45.9515,1334.293566,-169.155417,1344.973188
45.9715,1335.787855,-236.220016,1356.513579
45.9915,1333.660583,-303.824356,1367.830323
46.0115,1327.861657,-371.764373,1378.921799
46.0315,1318.352802,-439.832306,1389.786519
46.0515,1305.107818,-507.817394,1400.423122
46.0715,1288.112779,-575.506588,1410.830381
46.0915,1267.366201,-642.685283,1421.007199
46.1115,1242.879159,-709.138049,1430.952612
46.1315,1214.675367,-774.649379,1440.665786
46.1515,1182.791203,-839.004441,1450.146020
46.1715,1147.275703,-901.989829,1459.392747
46.1915,1108.190497,-963.394321,1468.405529
46.2116,1065.609708,-1023.009625,1477.184058
46.2316,1019.619800,-1080.631126,1485.728160
46.2516,970.319388,-1136.058625,1494.037789
46.2716,917.818998,-1189.097067,1502.113027
46.2916,862.240786,-1239.557248,1509.954086
46.3116,803.718212,-1287.256518,1517.561303
46.3316,742.395678,-1332.019460,1524.935141
46.3516,678.428116,-1373.678540,1532.076186
46.3716,611.980546,-1412.074751,1538.985150
46.3916,543.227588,-1447.058212,1545.662861
46.4116,472.352941,-1478.488751,1552.110269
46.4316,399.548831,-1506.236456,1558.328441
46.4516,325.015416,-1530.182186,1564.318556
46.4716,248.960171,-1550.218060,1570.081909
46.4916,171.597234,-1566.247894,1575.619903
46.5116,93.146733,-1578.187617,1580.934049
46.5316,13.834084,-1585.965630,1586.025965
46.5516,-66.110732,-1589.523140,1590.897370
46.5716,-146.453911,-1588.814437,1595.550082
46.5916,-226.958590,-1583.807138,1599.986017
46.6117,-307.385617,-1574.482382,1604.207184
46.6317,-387.494340,-1560.834975,1608.215683
46.6517,-467.043404,-1542.873499,1612.013702
46.6717,-545.791553,-1520.620364,1615.603512
46.6917,-623.498435,-1494.111815,1618.987466
46.7117,-699.925411,-1463.397899,1622.167991
46.7317,-774.836361,-1428.542373,1625.147592
46.7517,-847.998482,-1389.622571,1627.928842
46.7717,-919.183082,-1346.729226,1630.514381
46.7917,-988.166364,-1299.966236,1632.906910
46.8117,-1054.730193,-1249.450395,1635.109192
46.8317,-1118.662853,-1195.311068,1637.124042
46.8517,-1179.759776,-1137.689835,1638.954328
46.8717,-1237.824264,-1076.740074,1640.602967
46.8917,-1292.668169,-1012.626517,1642.072915
46.9117,-1344.112566,-945.524761,1643.367173
46.9317,-1391.988381,-875.620734,1644.488772
46.9517,-1436.136997,-803.110134,1645.440781
46.9717,-1476.410828,-728.197820,1646.226290
46.9917,-1512.673848,-651.097186,1646.848419
47.0118,-1544.802094,-572.029483,1647.310305
47.0318,-1572.684123,-491.223133,1647.615100
47.0518,-1596.221430,-408.912998,1647.765970
47.0718,-1615.328823,-325.339638,1647.766090
47.0918,-1629.934759,-240.748537,1647.618638
47.1118,-1639.981624,-155.389317,1647.326794
47.1318,-1645.425978,-69.514933,1646.893736
47.1518,-1646.238748,16.619151,1646.322633
47.1718,-1642.405369,102.755786,1645.616647
47.1918,-1633.925887,188.636982,1644.778926
47.2118,-1620.815000,274.004750,1643.812601
47.2318,-1603.102061,358.601951,1642.720785
47.2518,-1580.831021,442.173139,1641.506565
47.2718,-1554.060335,524.465406,1640.173005
47.2918,-1522.862803,605.229220,1638.723139
47.3118,-1487.325379,684.219250,1637.159970
47.3318,-1447.548917,761.195184,1635.486465
47.3518,-1403.647880,835.922527,1633.705555
47.3718,-1355.749995,908.173387,1631.820134
47.3918,-1303.995869,977.727234,1629.833050
47.4119,-1248.538555,1044.371646,1627.747111
47.4319,-1189.543077,1107.903014,1625.565077
47.4519,-1127.185917,1168.127234,1623.289662
47.4719,-1061.654457,1224.860360,1620.923529
47.4919,-993.146383,1277.929227,1618.469292
47.5119,-921.869061,1327.172036,1615.929509
47.5319,-848.038870,1372.438905,1613.306689
47.5519,-771.880509,1413.592380,1610.603283
47.5719,-693.626271,1450.507902,1607.821687
47.5919,-613.515294,1483.074240,1604.964242
47.6119,-531.792786,1511.193864,1602.033228
47.6319,-448.709226,1534.783292,1599.030870
47.6519,-364.519552,1553.773374,1595.959335
47.6719,-279.482326,1568.109534,1592.820731
47.6919,-193.858892,1577.751968,1589.617105
47.7119,-107.912516,1582.675784,1586.350449
47.7319,-21.907529,1582.871098,1583.022695
47.7519,63.891544,1578.343076,1579.635716
47.7719,149.220852,1569.111928,1576.191329
47.7919,233.818086,1555.212848,1572.691292
47.8120,317.423341,1536.695908,1569.137308
47.8320,399.779974,1513.625896,1565.531022
47.8520,480.635446,1486.082112,1561.874026
47.8720,559.742155,1454.158104,1558.167858
47.8920,636.858253,1417.961370,1554.413999
47.9120,711.748444,1377.612997,1550.613884
47.9320,784.184755,1333.247266,1546.768891
47.9520,853.947290,1285.011209,1542.880352
47.9720,920.824955,1233.064119,1538.949550
47.9920,984.616146,1177.577023,1534.977720
48.0120,1045.129421,1118.732113,1530.966051
48.0320,1102.184118,1056.722142,1526.915687
48.0520,1155.610955,991.749776,1522.827731
48.0720,1205.252578,924.026927,1518.703242
48.0920,1250.964076,853.774038,1514.543241
48.1120,1292.613452,781.219353,1510.348707
48.1320,1330.082050,706.598153,1506.120583
48.1520,1363.264935,630.151970,1501.859776
48.1720,1392.071230,552.127780,1497.567159
48.1920,1416.424404,472.777180,1493.243568
48.2121,1436.262509,392.355546,1488.889811
48.2321,1451.538369,311.121183,1484.506661
48.2521,1462.219721,229.334460,1480.094864
48.2721,1468.289300,147.256941,1475.655134
48.2921,1469.744881,65.150516,1471.188161
48.3121,1466.599259,-16.723474,1466.694603
48.3321,1458.880188,-98.105106,1462.175097
48.3521,1446.630267,-178.736742,1457.630252
48.3721,1429.906766,-258.363883,1453.060651
48.3921,1408.781421,-336.736015,1448.466857
48.4121,1383.340157,-413.607439,1443.849405
48.4321,1353.682785,-488.738085,1439.208810
48.4521,1319.922636,-561.894304,1434.545563
48.4721,1282.186155,-632.849638,1429.860134
48.4921,1240.612455,-701.385569,1425.152967
48.5121,1195.352817,-767.292231,1420.424488
48.5321,1146.570163,-830.369099,1415.675097
48.5521,1094.438480,-890.425643,1410.905174
48.5721,1039.142205,-947.281944,1406.115075
48.5921,980.875590,-1000.769281,1401.305133
48.6122,919.842013,-1050.730667,1396.475658
48.6322,856.253277,-1097.021353,1391.626934
48.6522,790.328872,-1139.509287,1386.759223
48.6722,722.295213,-1178.075528,1381.872760
48.6922,652.384855,-1212.614612,1376.967754
48.7122,580.835691,-1243.034876,1372.044388
48.7322,507.890132,-1269.258732,1367.102818
48.7522,433.794269,-1291.222886,1362.143168
48.7722,358.797030,-1308.878522,1357.165537
48.7922,283.149324,-1322.191416,1352.169990
48.8122,207.103182,-1331.142019,1347.156562
48.8322,130.910893,-1335.725474,1342.125257
48.8522,54.824148,-1335.951592,1337.076042
48.8722,-20.906823,-1331.844769,1332.008852
48.8922,-96.034098,-1323.443863,1326.923587
48.9122,-170.312904,-1310.802011,1321.820108
48.9322,-243.502447,-1293.986403,1316.698239
48.9522,-315.366723,-1273.078006,1311.557768
48.9722,-385.675311,-1248.171239,1306.398441
48.9922,-454.204148,-1219.373604,1301.219964
49.0123,-520.736278,-1186.805276,1296.022004
49.0323,-585.062572,-1150.598639,1290.804184
